id,kind,evidence_id,stripe_charge_id,source_staged_payment_id,gross_amount,fee_amount,net_amount,currency,received_date,lifecycle
"pu_ch_3SaYa3AhXr9x8yiR11OsO74u","stripe_charge","ch_3SaYa3AhXr9x8yiR11OsO74u","ch_3SaYa3AhXr9x8yiR11OsO74u","","156.89","10.34","146.55","USD","2025-12-04","received"
"pu_ch_3SfLugAhXr9x8yiR0jvxbamr","stripe_charge","ch_3SfLugAhXr9x8yiR0jvxbamr","ch_3SfLugAhXr9x8yiR0jvxbamr","","522.24","25.88","496.36","USD","2025-12-17","received"
"pu_ch_3SfP1dAhXr9x8yiR1VZkvcxL","stripe_charge","ch_3SfP1dAhXr9x8yiR1VZkvcxL","ch_3SfP1dAhXr9x8yiR1VZkvcxL","","1000.00","49.30","950.70","USD","2025-12-17","received"
"pu_ch_3Sg2waAhXr9x8yiR0RriKFuA","stripe_charge","ch_3Sg2waAhXr9x8yiR0RriKFuA","ch_3Sg2waAhXr9x8yiR0RriKFuA","","100.00","5.20","94.80","USD","2025-12-19","received"
"pu_ch_3ShBTqAhXr9x8yiR0hT9X8Ay","stripe_charge","ch_3ShBTqAhXr9x8yiR0hT9X8Ay","ch_3ShBTqAhXr9x8yiR0hT9X8Ay","","1044.16","51.46","992.70","USD","2025-12-22","received"
"pu_ch_3ShCS4AhXr9x8yiR1zCjZw6i","stripe_charge","ch_3ShCS4AhXr9x8yiR1zCjZw6i","ch_3ShCS4AhXr9x8yiR1zCjZw6i","","522.24","25.88","496.36","USD","2025-12-22","received"
"pu_ch_3SjkcNAhXr9x8yiR01io4fqO","stripe_charge","ch_3SjkcNAhXr9x8yiR01io4fqO","ch_3SjkcNAhXr9x8yiR01io4fqO","","100.00","5.20","94.80","USD","2025-12-29","received"
"pu_ch_3SkCfoAhXr9x8yiR1qef9diw","stripe_charge","ch_3SkCfoAhXr9x8yiR1qef9diw","ch_3SkCfoAhXr9x8yiR1qef9diw","","522.24","25.88","496.36","USD","2025-12-30","received"
"pu_ch_3SkdrJAhXr9x8yiR1yMvW5mH","stripe_charge","ch_3SkdrJAhXr9x8yiR1yMvW5mH","ch_3SkdrJAhXr9x8yiR1yMvW5mH","","104.70","5.43","99.27","USD","2025-12-31","received"
"pu_ch_3St9moAhXr9x8yiR0V0dIEJR","stripe_charge","ch_3St9moAhXr9x8yiR0V0dIEJR","ch_3St9moAhXr9x8yiR0V0dIEJR","","150.00","7.65","142.35","USD","2026-01-24","received"
"pu_ch_3SuMEZAhXr9x8yiR1CURblou","stripe_charge","ch_3SuMEZAhXr9x8yiR1CURblou","ch_3SuMEZAhXr9x8yiR1CURblou","","261.28","13.11","248.17","USD","2026-01-27","received"
"pu_ch_3SzglzAhXr9x8yiR0IyHG4fk","stripe_charge","ch_3SzglzAhXr9x8yiR0IyHG4fk","ch_3SzglzAhXr9x8yiR0IyHG4fk","","5.00","0.55","4.45","USD","2026-02-11","received"
"pu_ch_3SzhDaAhXr9x8yiR0EVOeJ6V","stripe_charge","ch_3SzhDaAhXr9x8yiR0EVOeJ6V","ch_3SzhDaAhXr9x8yiR0EVOeJ6V","","100.00","5.20","94.80","USD","2026-02-11","received"
"pu_ch_3SziCJAhXr9x8yiR0c6doAxI","stripe_charge","ch_3SziCJAhXr9x8yiR0c6doAxI","ch_3SziCJAhXr9x8yiR0c6doAxI","","209.09","10.54","198.55","USD","2026-02-11","received"
"pu_ch_3SziGcAhXr9x8yiR1GfWYnNI","stripe_charge","ch_3SziGcAhXr9x8yiR1GfWYnNI","ch_3SziGcAhXr9x8yiR1GfWYnNI","","261.28","13.11","248.17","USD","2026-02-11","received"
"pu_ch_3SziJiAhXr9x8yiR0Bdy5ndi","stripe_charge","ch_3SziJiAhXr9x8yiR0Bdy5ndi","ch_3SziJiAhXr9x8yiR0Bdy5ndi","","104.70","5.43","99.27","USD","2026-02-11","received"
"pu_ch_3Szik8AhXr9x8yiR07lTkd1e","stripe_charge","ch_3Szik8AhXr9x8yiR07lTkd1e","ch_3Szik8AhXr9x8yiR07lTkd1e","","50.00","2.75","47.25","USD","2026-02-11","received"
"pu_ch_3SziwfAhXr9x8yiR1j5TURZW","stripe_charge","ch_3SziwfAhXr9x8yiR1j5TURZW","ch_3SziwfAhXr9x8yiR1j5TURZW","","250.00","12.55","237.45","USD","2026-02-11","received"
"pu_ch_3SzkSWAhXr9x8yiR1xqvQtdA","stripe_charge","ch_3SzkSWAhXr9x8yiR1xqvQtdA","ch_3SzkSWAhXr9x8yiR1xqvQtdA","","1044.16","51.46","992.70","USD","2026-02-11","received"
"pu_ch_3SzqnVAhXr9x8yiR1aLk4cBK","stripe_charge","ch_3SzqnVAhXr9x8yiR1aLk4cBK","ch_3SzqnVAhXr9x8yiR1aLk4cBK","","100.00","5.20","94.80","USD","2026-02-11","received"
"pu_ch_3T008lAhXr9x8yiR07MwHsWR","stripe_charge","ch_3T008lAhXr9x8yiR07MwHsWR","ch_3T008lAhXr9x8yiR07MwHsWR","","104.70","5.43","99.27","USD","2026-02-12","received"
"pu_ch_3T00g6AhXr9x8yiR0Ee4lN9J","stripe_charge","ch_3T00g6AhXr9x8yiR0Ee4lN9J","ch_3T00g6AhXr9x8yiR0Ee4lN9J","","42.07","2.36","39.71","USD","2026-02-12","received"
"pu_ch_3T02uUAhXr9x8yiR1CIYJ3S2","stripe_charge","ch_3T02uUAhXr9x8yiR1CIYJ3S2","ch_3T02uUAhXr9x8yiR1CIYJ3S2","","100.00","5.20","94.80","USD","2026-02-12","received"
"pu_ch_3T03iIAhXr9x8yiR0y4Wo4pc","stripe_charge","ch_3T03iIAhXr9x8yiR0y4Wo4pc","ch_3T03iIAhXr9x8yiR0y4Wo4pc","","25.00","1.53","23.47","USD","2026-02-12","received"
"pu_ch_3T03l0AhXr9x8yiR0Xl9VZyw","stripe_charge","ch_3T03l0AhXr9x8yiR0Xl9VZyw","ch_3T03l0AhXr9x8yiR0Xl9VZyw","","5000.00","245.30","4754.70","USD","2026-02-12","received"
"pu_ch_3T09EgAhXr9x8yiR04FwNRIw","stripe_charge","ch_3T09EgAhXr9x8yiR04FwNRIw","ch_3T09EgAhXr9x8yiR04FwNRIw","","50.00","2.75","47.25","USD","2026-02-12","received"
"pu_ch_3T0W46AhXr9x8yiR11efFIoM","stripe_charge","ch_3T0W46AhXr9x8yiR11efFIoM","ch_3T0W46AhXr9x8yiR11efFIoM","","1000.00","49.30","950.70","USD","2026-02-13","received"
"pu_ch_3T19H9AhXr9x8yiR1TMjiOXA","stripe_charge","ch_3T19H9AhXr9x8yiR1TMjiOXA","ch_3T19H9AhXr9x8yiR1TMjiOXA","","261.28","13.11","248.17","USD","2026-02-15","received"
"pu_ch_3T1na5AhXr9x8yiR03KrQ5mg","stripe_charge","ch_3T1na5AhXr9x8yiR03KrQ5mg","ch_3T1na5AhXr9x8yiR03KrQ5mg","","417.85","20.78","397.07","USD","2026-02-17","received"
"pu_ch_3T1pWVAhXr9x8yiR0yp1ensS","stripe_charge","ch_3T1pWVAhXr9x8yiR0yp1ensS","ch_3T1pWVAhXr9x8yiR0yp1ensS","","261.28","13.11","248.17","USD","2026-02-17","received"
"pu_ch_3T3mLHAhXr9x8yiR1ZgAaoQf","stripe_charge","ch_3T3mLHAhXr9x8yiR1ZgAaoQf","ch_3T3mLHAhXr9x8yiR1ZgAaoQf","","50.00","2.75","47.25","USD","2026-02-22","received"
"pu_ch_3T4PwlAhXr9x8yiR0SEZhowl","stripe_charge","ch_3T4PwlAhXr9x8yiR0SEZhowl","ch_3T4PwlAhXr9x8yiR0SEZhowl","","52.51","2.87","49.64","USD","2026-02-24","received"
"pu_ch_3T4srAAhXr9x8yiR04uolGlk","stripe_charge","ch_3T4srAAhXr9x8yiR04uolGlk","ch_3T4srAAhXr9x8yiR04uolGlk","","50.00","2.75","47.25","USD","2026-02-25","received"
"pu_ch_3T7JKQAhXr9x8yiR07gtTFGr","stripe_charge","ch_3T7JKQAhXr9x8yiR07gtTFGr","ch_3T7JKQAhXr9x8yiR07gtTFGr","","50.00","2.75","47.25","USD","2026-03-04","received"
"pu_ch_3T8fYUAhXr9x8yiR0ICgO19R","stripe_charge","ch_3T8fYUAhXr9x8yiR0ICgO19R","ch_3T8fYUAhXr9x8yiR0ICgO19R","","150.00","7.65","142.35","USD","2026-03-08","received"
"pu_ch_3T8r5YAhXr9x8yiR0nXRc9Xg","stripe_charge","ch_3T8r5YAhXr9x8yiR0nXRc9Xg","ch_3T8r5YAhXr9x8yiR0nXRc9Xg","","52.51","2.87","49.64","USD","2026-03-08","received"
"pu_ch_3TDwClAhXr9x8yiR0oquIFPK","stripe_charge","ch_3TDwClAhXr9x8yiR0oquIFPK","ch_3TDwClAhXr9x8yiR0oquIFPK","","50.00","2.75","47.25","USD","2026-03-22","received"
"pu_ch_3TExdsAhXr9x8yiR0rCVtNUk","stripe_charge","ch_3TExdsAhXr9x8yiR0rCVtNUk","ch_3TExdsAhXr9x8yiR0rCVtNUk","","1000.00","49.30","950.70","USD","2026-03-25","received"
"pu_ch_3TJyXSAhXr9x8yiR0JNnNht9","stripe_charge","ch_3TJyXSAhXr9x8yiR0JNnNht9","ch_3TJyXSAhXr9x8yiR0JNnNht9","","150.00","7.65","142.35","USD","2026-04-08","received"
"pu_ch_3TUqs3AhXr9x8yiR1Y2lJjss","stripe_charge","ch_3TUqs3AhXr9x8yiR1Y2lJjss","ch_3TUqs3AhXr9x8yiR1Y2lJjss","","150.00","7.65","142.35","USD","2026-05-08","received"
"pu_ch_3Tg5gHAhXr9x8yiR1E07MjUB","stripe_charge","ch_3Tg5gHAhXr9x8yiR1E07MjUB","ch_3Tg5gHAhXr9x8yiR1E07MjUB","","150.00","7.65","142.35","USD","2026-06-08","received"
"pu_ch_3TjsuvAhXr9x8yiR1hYfN7nu","stripe_charge","ch_3TjsuvAhXr9x8yiR1hYfN7nu","ch_3TjsuvAhXr9x8yiR1hYfN7nu","","104.70","5.43","99.27","USD","2026-06-18","received"
"pu_ch_3TqxziAhXr9x8yiR1O4q09qF","stripe_charge","ch_3TqxziAhXr9x8yiR1O4q09qF","ch_3TqxziAhXr9x8yiR1O4q09qF","","150.00","7.65","142.35","USD","2026-07-08","received"
"pu_py_1HtSMoAhXr9x8yiRjwpcybdj","stripe_charge","py_1HtSMoAhXr9x8yiRjwpcybdj","py_1HtSMoAhXr9x8yiRjwpcybdj","","102.04","2.04","100.00","USD","2020-12-01","received"
"pu_py_1Htg0oAhXr9x8yiRlKOWzRFm","stripe_charge","py_1Htg0oAhXr9x8yiRlKOWzRFm","py_1Htg0oAhXr9x8yiRlKOWzRFm","","25.51","0.51","25.00","USD","2020-12-01","received"
"pu_py_1ILJZfAhXr9x8yiRxTc9EOir","stripe_charge","py_1ILJZfAhXr9x8yiRxTc9EOir","py_1ILJZfAhXr9x8yiRxTc9EOir","","1523.28","23.28","1500.00","USD","2021-02-15","received"
"pu_py_1LCpNiAhXr9x8yiR3DiGUJ4g","stripe_charge","py_1LCpNiAhXr9x8yiR3DiGUJ4g","py_1LCpNiAhXr9x8yiR3DiGUJ4g","","1000.00","17.00","983.00","USD","2022-06-20","received"
"pu_py_1M8pSvAhXr9x8yiRPhdZCjeK","stripe_charge","py_1M8pSvAhXr9x8yiRPhdZCjeK","py_1M8pSvAhXr9x8yiRPhdZCjeK","","511.77","11.77","500.00","USD","2022-11-27","received"
"pu_py_1O2iSqAhXr9x8yiReWHkmWBz","stripe_charge","py_1O2iSqAhXr9x8yiReWHkmWBz","py_1O2iSqAhXr9x8yiReWHkmWBz","","600.00","15.30","584.70","USD","2023-10-18","received"
"pu_py_1QVrSuAhXr9x8yiRFnuHARUR","stripe_charge","py_1QVrSuAhXr9x8yiRFnuHARUR","py_1QVrSuAhXr9x8yiRFnuHARUR","","513.08","13.08","500.00","USD","2024-12-14","received"
"pu_py_1Qaj1AAhXr9x8yiR1Zo6kRqv","stripe_charge","py_1Qaj1AAhXr9x8yiR1Zo6kRqv","py_1Qaj1AAhXr9x8yiR1Zo6kRqv","","200.00","5.10","194.90","USD","2024-12-27","received"
"pu_py_1SddlYAhXr9x8yiRM7pymWVa","stripe_charge","py_1SddlYAhXr9x8yiRM7pymWVa","py_1SddlYAhXr9x8yiRM7pymWVa","","1025.52","25.51","1000.01","USD","2025-12-12","received"
"pu_py_1SxwOxAhXr9x8yiRF1A08AZu","stripe_charge","py_1SxwOxAhXr9x8yiRF1A08AZu","py_1SxwOxAhXr9x8yiRF1A08AZu","","514.41","14.41","500.00","USD","2026-02-06","received"
"pu_znbokMCQu4O4uvZjRh5WC","check","znbokMCQu4O4uvZjRh5WC","","znbokMCQu4O4uvZjRh5WC","25000.00","","25000.00","USD","2023-12-27","received"
"pu_8BdLq6ZNISKGLY7P5Sw88","check","8BdLq6ZNISKGLY7P5Sw88","","8BdLq6ZNISKGLY7P5Sw88","13980.00","","13980.00","USD","2023-08-14","received"
"pu_19Iyh7cbHD8CZKwd6EgKF","check","19Iyh7cbHD8CZKwd6EgKF","","19Iyh7cbHD8CZKwd6EgKF","50000.00","","50000.00","USD","2024-03-19","received"
"pu_VhOOgHGsdUUsvh9b8880g","check","VhOOgHGsdUUsvh9b8880g","","VhOOgHGsdUUsvh9b8880g","10000.00","","10000.00","USD","2023-10-20","received"
"pu_J-0IpVdO2yizLkIG7D-kq","check","J-0IpVdO2yizLkIG7D-kq","","J-0IpVdO2yizLkIG7D-kq","5000.00","","5000.00","USD","2025-10-31","received"
"pu_h6ZPZO8Aj4ZF62i5julR9","direct_ach","h6ZPZO8Aj4ZF62i5julR9","","h6ZPZO8Aj4ZF62i5julR9","20000.00","","20000.00","USD","2026-01-02","received"
"pu_l8EFNSz9Sl3CfjAs6708V","direct_ach","l8EFNSz9Sl3CfjAs6708V","","l8EFNSz9Sl3CfjAs6708V","90000.00","","90000.00","USD","2026-05-13","received"
"pu_Ddjox4jzXiyyrrHmuckJ8","direct_ach","Ddjox4jzXiyyrrHmuckJ8","","Ddjox4jzXiyyrrHmuckJ8","50.00","","50.00","USD","2026-03-06","received"
"pu_y3iEVYFAykhYVNAKH7Ngd","check","y3iEVYFAykhYVNAKH7Ngd","","y3iEVYFAykhYVNAKH7Ngd","5000.00","","5000.00","USD","2026-01-30","received"
"pu_GbjqmmxhlSsJ3t3kQwNEA","check","GbjqmmxhlSsJ3t3kQwNEA","","GbjqmmxhlSsJ3t3kQwNEA","30000.00","","30000.00","USD","2019-09-05","received"
"pu_I0wp6Eb5Wi8A5svNX2zS1","direct_ach","I0wp6Eb5Wi8A5svNX2zS1","","I0wp6Eb5Wi8A5svNX2zS1","1109.81","","1109.81","USD","2026-01-08","received"
"pu_Ndv84etsK17sGNJZ2xGpm","direct_ach","Ndv84etsK17sGNJZ2xGpm","","Ndv84etsK17sGNJZ2xGpm","500.00","","500.00","USD","2026-01-13","received"
"pu_DZ33N-KGmSYUBddXn0TtK","check","DZ33N-KGmSYUBddXn0TtK","","DZ33N-KGmSYUBddXn0TtK","1150000.00","","1150000.00","USD","2026-05-22","received"
"pu_6PbCI2djPRmGLSbn4NrZV","check","6PbCI2djPRmGLSbn4NrZV","","6PbCI2djPRmGLSbn4NrZV","75000.00","","75000.00","USD","2024-12-18","received"
"pu_trOL9p4cOzgTyYqEq43L1","check","trOL9p4cOzgTyYqEq43L1","","trOL9p4cOzgTyYqEq43L1","75000.00","","75000.00","USD","2024-08-14","received"
"pu_7UcKqJBUbcfaC82WJ-kSB","check","7UcKqJBUbcfaC82WJ-kSB","","7UcKqJBUbcfaC82WJ-kSB","300000.00","","300000.00","USD","2026-05-22","received"
"pu_Kd5N5NKVlPkENnM1JAsen","direct_ach","Kd5N5NKVlPkENnM1JAsen","","Kd5N5NKVlPkENnM1JAsen","40000.00","","40000.00","USD","2026-01-22","received"
"pu_dE1j8U53PkqghLPlNKExl","check","dE1j8U53PkqghLPlNKExl","","dE1j8U53PkqghLPlNKExl","10800.00","","10800.00","USD","2022-12-15","received"
"pu_uGAFLZaWvMRRCcEkfovYB","direct_ach","uGAFLZaWvMRRCcEkfovYB","","uGAFLZaWvMRRCcEkfovYB","50000.00","","50000.00","USD","2026-01-13","received"
"pu_qqdMMabV6wnz4rr0BVhAY","check","qqdMMabV6wnz4rr0BVhAY","","qqdMMabV6wnz4rr0BVhAY","50000.00","","50000.00","USD","2023-12-06","received"
"pu_SFu_PO3eWBSm-5Dq6xDMz","direct_ach","SFu_PO3eWBSm-5Dq6xDMz","","SFu_PO3eWBSm-5Dq6xDMz","175000.00","","175000.00","USD","2026-03-05","received"
"pu_kRtpSOJdaprXWb9BNfFQ_","check","kRtpSOJdaprXWb9BNfFQ_","","kRtpSOJdaprXWb9BNfFQ_","1.00","","1.00","USD","2024-05-14","received"
"pu_rvGhMvR-GdgMw18HYQdcw","direct_ach","rvGhMvR-GdgMw18HYQdcw","","rvGhMvR-GdgMw18HYQdcw","80000.00","","80000.00","USD","2025-07-25","received"
"pu_nOPE69fr9_5h3jLU1S_2g","check","nOPE69fr9_5h3jLU1S_2g","","nOPE69fr9_5h3jLU1S_2g","200000.00","","200000.00","USD","2025-09-16","received"
"pu_GmRoDjbb5AbCEOVbYsU9W","check","GmRoDjbb5AbCEOVbYsU9W","","GmRoDjbb5AbCEOVbYsU9W","10000.00","","10000.00","USD","2022-08-30","received"
"pu_vsODilVwJh93AuJWvKYOf","check","vsODilVwJh93AuJWvKYOf","","vsODilVwJh93AuJWvKYOf","15220.00","","15220.00","USD","2022-10-24","received"
"pu_YcizkhJEhGuxcjCJAXgG5","check","YcizkhJEhGuxcjCJAXgG5","","YcizkhJEhGuxcjCJAXgG5","95000.00","","95000.00","USD","2023-07-06","received"
"pu_zi6j_jjO2swt8Ot33qiDp","check","zi6j_jjO2swt8Ot33qiDp","","zi6j_jjO2swt8Ot33qiDp","100000.00","","100000.00","USD","2023-11-28","received"
"pu_VAmxudI59WVT6SCeWgqcf","check","VAmxudI59WVT6SCeWgqcf","","VAmxudI59WVT6SCeWgqcf","540.00","","540.00","USD","2024-01-10","received"
"pu_sjOQWjlw7wZqW-RGWwInW","check","sjOQWjlw7wZqW-RGWwInW","","sjOQWjlw7wZqW-RGWwInW","500.00","","500.00","USD","2026-04-09","received"
"pu_D_cxhgfCO7cJt26OrYduT","check","D_cxhgfCO7cJt26OrYduT","","D_cxhgfCO7cJt26OrYduT","150000.00","","150000.00","USD","2026-05-22","received"
"pu_WkhS6YAYglDGWePEgKEFo","wire","WkhS6YAYglDGWePEgKEFo","","WkhS6YAYglDGWePEgKEFo","60000.00","","60000.00","USD","2025-08-05","received"
"pu_5L1YqDSwMIyqx1pnx_0Hl","direct_ach","5L1YqDSwMIyqx1pnx_0Hl","","5L1YqDSwMIyqx1pnx_0Hl","40000.00","","40000.00","USD","2025-07-25","received"
